,Acceleration,Channel 1 Power,Channel 1 Power 1-4,Channel 1 Power 4-8,Channel 2 Power,Channel 2 Power 1-4,Channel 2 Power 4-8,Minutes,Record,Subject
136,119.08608666666667,0.024838125801711238,0.00017893780425603492,5.946553801509978e-10,0.0005854140302796332,4.21799575696823e-06,2.2264759873996884e-10,320.0,Day 2,S1
137,188.16481333333334,0.024841727947439964,0.00017896331130074888,4.0669133770206366e-10,0.0005831385091173006,4.201239922937355e-06,9.258909849709627e-11,325.0,Day 2,S1
138,208.140925,0.024588846235301567,0.00017714212201833636,5.576324525105066e-10,0.0005985702728063748,4.312880781616691e-06,2.0656030685186352e-10,330.0,Day 2,S1
139,5495.968808333333,0.024565172293931816,0.00017697069198521306,2.344238935243103e-10,0.0006172711908145171,4.4470785385292415e-06,7.374449332281221e-11,335.0,Day 2,S1
140,38407.41331333333,0.024626843602806765,0.00017741562351700476,1.4470866734594766e-10,0.0006316050925786413,4.550257603542599e-06,3.987112594031082e-11,340.0,Day 2,S1
141,23918.367376666665,0.02457552856289726,0.00017704523111868926,1.9348141168762677e-10,0.0006329158900327973,4.55973390582037e-06,4.310738951705058e-11,345.0,Day 2,S1
142,58916.305635,0.02327595497346086,0.0001676956300878208,6.027738104188453e-09,0.0006380418913674786,4.59667968952702e-06,4.940387683824915e-11,350.0,Day 2,S1
143,50284.34733,0.02341367224618865,0.00016867587380071998,1.6913642228749902e-10,0.000643706626557287,4.637435896471996e-06,4.5493922239521234e-11,355.0,Day 2,S1
144,286183.9362031996,0.15999992371004243,8.540496128461963e-10,1.4311299000885082e-12,0.008175813915416077,6.042480191620134e-10,4.221405874078475e-10,0.0,Day 1,S7_ang+
145,288067.7846088338,0.15999992370598964,8.54050769393608e-10,1.4311369585908084e-12,0.012031247488120131,7.315903043520746e-10,4.248471207055112e-10,5.0,Day 1,S7_ang+
146,291894.17104437907,0.15999992370598964,8.54050769393608e-10,1.4311369585908084e-12,0.014649177846201674,7.251728419093173e-10,4.212782364399436e-10,10.0,Day 1,S7_ang+
147,278205.9428702506,0.15999992370598964,8.54050769393608e-10,1.4311369585908084e-12,0.016497348796485335,7.133647479342896e-10,4.190663727190145e-10,15.0,Day 1,S7_ang+
148,307351.6248500303,0.15999992370598964,8.54050769393608e-10,1.4311369585908084e-12,0.01785532731807954,6.027987072939858e-10,5.513731115967072e-10,20.0,Day 1,S7_ang+
149,188961.46390685797,0.15999992370598964,8.54050769393608e-10,1.4311369585908084e-12,0.018785961182827136,5.849838298346499e-10,6.186897477911799e-10,25.0,Day 1,S7_ang+
150,96348.73186095121,0.15999992370598964,8.54050769393608e-10,1.4311369585908084e-12,0.01949491122355601,5.938176084247962e-10,5.635961078222331e-10,30.0,Day 1,S7_ang+
151,76946.21186644858,0.15999992370598964,8.54050769393608e-10,1.4311369585908084e-12,0.02003991311270552,5.800794761611334e-10,6.032601113639409e-10,35.0,Day 1,S7_ang+
152,223095.45427807368,0.15999992370598964,8.54050769393608e-10,1.4311369585908084e-12,0.020512764521383696,7.724705123680143e-10,4.789380940501877e-10,40.0,Day 1,S7_ang+
153,228725.03766428315,0.15999992370598964,8.54050769393608e-10,1.4311369585908084e-12,0.020793171623896392,6.043802585779124e-10,5.949245820934049e-10,45.0,Day 1,S7_ang+
154,208076.0413907301,0.15999992370598964,8.54050769393608e-10,1.4311369585908084e-12,0.02115816964802683,6.181174023153267e-10,6.506459336584475e-10,50.0,Day 1,S7_ang+
155,188542.47981047313,0.15999992370598964,8.54050769393608e-10,1.4311369585908084e-12,0.021399675218105672,6.399933533316438e-10,5.971979982181815e-10,55.0,Day 1,S7_ang+
156,88995.38475681366,0.15999992370598964,8.54050769393608e-10,1.4311369585908084e-12,0.021451666163446726,6.739611482635186e-10,5.892130086633492e-10,60.0,Day 1,S7_ang+
157,147601.11941046675,0.15999992370598964,8.54050769393608e-10,1.4311369585908084e-12,0.021601656409215048,6.883913326645002e-10,6.260647271427038e-10,65.0,Day 1,S7_ang+
158,136236.70664401588,0.15999992370598964,8.54050769393608e-10,1.4311369585908084e-12,0.02177910930612132,7.285742355246044e-10,4.533548138369913e-10,70.0,Day 1,S7_ang+
159,64242.591650976814,0.15999992370598964,8.54050769393608e-10,1.4311369585908084e-12,0.02180406544817534,1.095992468920149e-09,8.069452104695839e-10,75.0,Day 1,S7_ang+
