,Unnamed: 0,Channel 1 Power,Channel 1 Power 1-4,Channel 1 Power 4-8,Channel 2 Power,Channel 2 Power 1-4,Channel 2 Power 4-8,Acceleration,Subject,Record
0,0,0.03194493422461417,0.0002301359944005371,4.916735153150292e-10,1.0019038260812323,0.00721783851375562,2.693081246476109e-10,368.8482966666666,S25,15-10-2018
1,1,0.03991298654372958,0.0002875395244376804,5.846058942544144e-10,0.9975680975955638,0.0071866033469385705,3.3357843424847974e-10,26.10538,S25,15-10-2018
2,2,0.029484979910867508,0.0002124143327570949,6.698482710276139e-10,0.995217574856844,0.007169670519448655,3.4613640596243123e-10,69.2776,S25,15-10-2018
3,3,0.031877254704875575,0.0002296483507648083,6.277913563920503e-10,0.9936363664773415,0.0071582780812672235,3.155340699904205e-10,49.69637,S25,15-10-2018
4,4,0.03339303098967892,0.00024056838883479233,4.673760338385922e-10,0.9930441295286682,0.007154012660429593,2.9971690602995307e-10,651.2990366666667,S25,15-10-2018
5,5,0.03385993615296358,0.00024393226486523931,5.227722166484472e-10,0.991420601691502,0.007142315666804159,3.428056277544038e-10,36.68023,S25,15-10-2018
6,6,0.03339638028456345,0.00024059210989916226,6.511375080985975e-10,0.9906613773196994,0.007136846094445994,3.655674029148545e-10,42.18182,S25,15-10-2018
7,7,0.03159448755032118,0.0002276112158193689,5.412875076561682e-10,0.9909197557748686,0.007138707437722078,3.153587277071437e-10,203.45482666666663,S25,15-10-2018
8,8,0.030710658085070282,0.00022124447363136573,5.869681751256537e-10,0.990794974296218,0.007137810267189848,3.432672731664421e-10,43.162079999999996,S25,15-10-2018
9,9,0.02784229014726496,0.00020058005501348767,5.226411008866665e-10,0.9907550439847016,0.007137521064224436,3.0811520139460716e-10,248.26471666666663,S25,15-10-2018
10,10,0.030966228817994906,0.0002230854010976249,5.94755686527312e-10,0.9894458717224331,0.007128089947256195,3.585808693645393e-10,53.22943666666666,S25,15-10-2018
11,11,0.03135403598522142,0.00022587853317493847,2.2805447948734464e-10,0.9895954328206578,0.007129166885649609,2.190204416216363e-10,2635.11679,S25,15-10-2018
12,12,0.02963116336231953,0.00021346693103533804,3.362571475026434e-10,0.9909169675525322,0.007138687261242797,2.2087491404183173e-10,3143.8311166666667,S25,15-10-2018
13,13,0.03532417702298092,0.00025448369504650734,8.009252066317287e-10,0.9900372629164348,0.007132349868576009,4.935196452242954e-10,14.614883333333333,S25,15-10-2018
14,14,0.038970842081208164,0.00028075250867191963,8.749321705387052e-10,0.9900860669688608,0.007132703293736549,5.075890976774409e-10,19.28697333333333,S25,15-10-2018
15,15,0.038588531325648205,0.0002779982341505875,8.263967794080097e-10,0.9905138152715838,0.007135783783473015,5.045201943931708e-10,32.79761333333333,S25,15-10-2018
16,16,0.05141543649793105,0.0003704068654973927,9.167621583166775e-10,0.9910817069895632,0.00713987537574382,5.099311044249042e-10,34.30149,S25,15-10-2018
17,17,0.03988334952130117,0.00028732571264105885,9.051591286859864e-10,0.9918881321515446,0.007145684360187149,5.070045541550891e-10,39.57085333333333,S25,15-10-2018
18,18,0.03631030082128245,0.00026158610141926384,8.496084083935573e-10,0.9930169055731004,0.0071538160574492705,4.6425166285537275e-10,41.72090333333333,S25,15-10-2018
19,19,0.029970479030758567,0.0002159128916270193,8.778042715071883e-10,0.9945666611764838,0.007164981676091322,5.240527717285038e-10,257.82524333333333,S25,15-10-2018
20,20,0.029153133628370537,0.00021002395894849328,8.23320460916504e-10,0.9954038624567084,0.007171012489539486,4.5286562758730247e-10,110.13056999999999,S25,15-10-2018
21,21,0.02973054119550893,0.00021418341164196762,6.963432827082186e-10,0.9957020449297562,0.007173159874127837,3.2890855515873397e-10,80.91311999999999,S25,15-10-2018
22,22,0.04068307041583158,0.0002930874445235549,5.609279929475678e-10,0.9964308176919258,0.0071784090810733375,3.489978541059208e-10,150.82723666666666,S25,15-10-2018
23,23,0.04542830398242227,0.0003272730998924186,8.424019505880525e-10,0.9959617432173051,0.007175032516560692,5.090759957700699e-10,18.583906666666667,S25,15-10-2018
24,24,0.05611338811869535,0.00040424884049308465,5.82195562916616e-10,0.9967616813279884,0.0071807951112268465,3.2369530225254565e-10,2281.4304733333333,S25,15-10-2018
25,25,0.04275244601386588,0.0003079945601746382,2.398878014313431e-10,0.9999197627431962,0.00720366465482103,8.002387332743131e-09,6423.74733,S25,15-10-2018
26,26,0.041899211291260605,0.0003018478625277813,2.640694947087691e-10,0.99935501334829,0.007200087267153188,2.6235439320794602e-08,9834.539713333334,S25,15-10-2018
27,27,0.03662823892900589,0.00026387532797364537,4.095993358067892e-10,0.9979244458627926,0.007189794883797428,3.283986157645769e-07,5576.153060000001,S25,15-10-2018
28,28,0.04007653818620977,0.0002887180685365214,8.383891758396514e-10,0.9966928516969936,0.007180298039811355,4.831042749093524e-10,14.290876666666666,S25,15-10-2018
29,29,0.041009852849231886,0.00029544125143272297,7.021037725974854e-10,0.9962170027964156,0.0071768696599401206,3.3316400282202587e-10,342.69522,S25,15-10-2018
30,30,0.03522700373918499,0.0002537805144991848,7.331293785174089e-10,0.9965177832707806,0.007179037814884391,3.2211848533526265e-10,255.91380333333333,S25,15-10-2018
31,31,0.0361879403466933,0.00026070318660516154,6.553965698811574e-10,0.9971164609574592,0.007183348460397098,3.446344403967298e-10,229.43202999999997,S25,15-10-2018
32,32,0.03906000233652687,0.0002813945740296326,4.929773313137109e-10,0.9979113909881234,0.007189077369179973,2.5946516311599524e-10,2371.877113333333,S25,15-10-2018
