,Channel 1 Power,Channel 1 Power 1-4,Channel 1 Power 4-8,Channel 2 Power,Channel 2 Power 1-4,Channel 2 Power 4-8,Acceleration,Subject,Record
0,0.0595544613348318,1.2889836039606944e-09,1.692062762291008e-09,0.0008299375865648253,6.876080603937994e-10,1.866389507853873e-09,10693.491713333333,rat1_ang-,05-03-2019
1,0.04557579649792775,1.9836474418088943e-09,1.5705944152323697e-09,0.0007056103367529103,1.107264538569215e-09,1.4425359133538272e-09,8967.2386,rat1_ang-,05-03-2019
2,0.04198334055576667,1.4035949506642925e-08,4.0190045018813306e-09,0.0007511399010378354,7.28222417465937e-09,2.9386140730780253e-09,123.59088,rat1_ang-,05-03-2019
3,0.0405122113338386,1.3080463351703749e-08,3.6006223199022003e-09,0.0008266301806835735,6.563261828922225e-09,2.8220624257607026e-09,333.25058,rat1_ang-,05-03-2019
4,0.039494839286143245,1.1433488327990386e-08,3.6222634957158473e-09,0.0009105235736344152,5.652202731833942e-09,3.251700822753461e-09,412.58147333333335,rat1_ang-,05-03-2019
5,0.038950743876626434,1.512455293491108e-08,3.968302032635675e-09,0.0009589309778785472,7.970520146826335e-09,2.898114886059955e-09,25.810173333333335,rat1_ang-,05-03-2019
6,0.03859031890080717,1.3478567801630094e-08,3.739595622367768e-09,0.0009906433079273872,6.885794561015883e-09,2.806187257864118e-09,84.23250666666667,rat1_ang-,05-03-2019
7,0.03847224286239553,7.46100176602607e-09,3.1399527254110283e-09,0.0010362691059622434,3.736051792837205e-09,2.930913264287574e-09,195.95253333333332,rat1_ang-,05-03-2019
8,0.03842821246571303,1.4611756577464378e-08,3.6252702701270595e-09,0.0010502600832287049,7.1898030985109734e-09,2.4782484375291498e-09,118.54580666666666,rat1_ang-,05-03-2019
9,0.03872946529425584,9.145723139389415e-09,3.154279132273122e-09,0.0010591021043491237,4.577659008674997e-09,2.2080904955398125e-09,135.42826666666667,rat1_ang-,05-03-2019
10,0.03991855844215149,9.983423787925248e-09,3.1281958866437694e-09,0.0010577286294012947,4.778010699712485e-09,2.244446748225711e-09,277.0093,rat1_ang-,05-03-2019
11,0.04023113296437447,5.871189538975935e-09,2.2385566813221347e-09,0.0010580721435499423,3.032061345657823e-09,1.6528914151054788e-09,1639.6814466666667,rat1_ang-,05-03-2019
12,0.0390861381044304,1.4305017305634586e-08,3.694967543684316e-09,0.0010791888490682918,7.547541066280684e-09,2.709152124355643e-09,34.01304666666667,rat1_ang-,05-03-2019
13,0.03818126954971007,1.637137851264082e-08,3.746439647230146e-09,0.0010940619359934582,7.617385012625324e-09,2.744880501510184e-09,28.95048,rat1_ang-,05-03-2019
14,0.03746863589885295,1.0134656639754359e-08,3.118593206049041e-09,0.0011629594563583921,4.915788925805502e-09,2.2753866680346612e-09,138.08426666666668,rat1_ang-,05-03-2019
15,0.03668931690176921,1.3231859503524817e-08,3.916041536387723e-09,0.0011796513679398167,6.0420533235408506e-09,2.9088371800304046e-09,44.01326,rat1_ang-,05-03-2019
16,0.036580970203363226,1.1345712769630054e-08,3.0063689585434687e-09,0.0011593762134003258,5.204976106414322e-09,2.3303264207538055e-09,134.5184,rat1_ang-,05-03-2019
17,0.03702524306306715,1.2815350678223481e-08,3.653196740711445e-09,0.0011660251492350466,6.23709825481392e-09,2.5379121123790617e-09,88.65405333333334,rat1_ang-,05-03-2019
18,0.038276577852084284,1.2759571520394292e-08,3.484121124668413e-09,0.0011683863788127804,6.128203534680569e-09,2.6898274673815566e-09,201.8092,rat1_ang-,05-03-2019
19,0.03854747900893355,1.193082369991932e-08,3.5222992983932574e-09,0.0011819215850043937,5.526273594255704e-09,2.268271297812742e-09,56.09182666666667,rat1_ang-,05-03-2019
20,0.038222384304817725,7.673376380310073e-09,2.939288841556808e-09,0.0011917797080833968,3.785253699142313e-09,2.360138543958347e-09,59.68534,rat1_ang-,05-03-2019
21,0.03791995279087941,1.1927940673821287e-08,3.5905279159930063e-09,0.0011733711930435162,5.655980571532533e-09,2.5560941773503077e-09,124.35226,rat1_ang-,05-03-2019
22,0.03829617124939815,9.965035999735964e-09,3.1535354956062524e-09,0.0011605644691705262,4.854348862771154e-09,2.629780666929525e-09,111.79732666666666,rat1_ang-,05-03-2019
23,0.03898501279747534,5.273696200965255e-09,2.2290963419265846e-09,0.001133708013033873,2.979160594953935e-09,1.6451786015105543e-09,199.17364,rat1_ang-,05-03-2019
24,0.03950664811855848,7.719112322257485e-09,3.0466701548889962e-09,0.0010723863843404605,3.750026612249717e-09,2.5354916838768842e-09,289.6775,rat1_ang-,05-03-2019
25,0.03945380442378378,1.8619726900197015e-09,1.4596933314436017e-09,0.0010518699690379857,4.274310261005199e-09,4.0313356839401264e-09,4531.49134,rat1_ang-,05-03-2019
